collection,category,title,meeting_type,date,year,language,format,size_kb,source,publish,drive_path,url
Archive,District,Samplegsrreport,,,,English,PDF,267,Area 09 legacy site,yes,docs/archive/districts/d6/samplegsrreport-en.pdf,https://drive.google.com/file/d/1mLaIWQ3gbSy8M7WJCRAblU63JJgT3ToI/view
Archive,District,Sponsorship Wkshp Notes,,,,English,PDF,266,Area 09 legacy site,yes,docs/archive/districts/d15/sponsorship-wkshp-notes-en.pdf,https://drive.google.com/file/d/1YQjJrSixWg6zL2CVUMk8WAmS1quT8vhK/view
Archive,District,Spring 08 Newsletter 094,,,,English,PDF,151,Area 09 legacy site,yes,docs/archive/districts/d5/spring08newsletter094-en.pdf,https://drive.google.com/file/d/1hKklHCWy_3IaQYZ1atBJadkJDtaDaYV9/view
Archive,District,The Many Partof AA,,,,English,PDF,150,Area 09 legacy site,yes,docs/archive/districts/d15/themanypartofaa-en.pdf,https://drive.google.com/file/d/1EIAjHr2sIKSSSEJmFbz4B0ZsbG9bDPge/view
Archive,District,The Many Partof AA,,,,English,PPT,33,Area 09 legacy site,yes,docs/archive/districts/d15/themanypartofaa-en.ppt,https://drive.google.com/file/d/1d0P5hvNCy_ZaBfQk35u2ytQcR2kSUYGN/view
Archive,District,Website Guidelines Final,,,,English,PDF,69,Area 09 legacy site,yes,docs/archive/districts/d1/website-guidelines-final-en.pdf,https://drive.google.com/file/d/1dIHXrxcQ50QkWpMYDn3DiceNo2b3Zlib/view
Archive,District,D 15 Minutes July 2005,,2005-01-01,2005,English,PDF,9,Area 09 legacy site,yes,docs/archive/districts/d15/2005/d15minjuly2005-en.pdf,https://drive.google.com/file/d/1ZpbA3bGqS97bYlHVLeLN77x3qF-UikZk/view
Archive,District,D 15 Minutes Sep 2005,,2005-09-01,2005,English,PDF,12,Area 09 legacy site,yes,docs/archive/districts/d15/2005/d15minsep2005-en.pdf,https://drive.google.com/file/d/1ChaFP9ZfbOKrVWM7ZqLdj_wr0faFKUei/view
Archive,District,"D 7 Minutes August 1, 2005",,2005-01-01,2005,English,PDF,33,Area 09 legacy site,yes,docs/archive/districts/d7/d7minutes8-1-05-en.pdf,https://drive.google.com/file/d/1g-aCddYtH_W9-a8HZpgMMom_vpYYod3v/view
Archive,District,"D 7 Minutes December 4, 2006",,2006-01-01,2006,English,PDF,32,Area 09 legacy site,yes,docs/archive/districts/d7/d7min120406-en.pdf,https://drive.google.com/file/d/1Q2f3ZMnbWUMHcfQ1MJ17DLMb0oftNPHy/view
Archive,District,D 7 Minutes Oct 22006,,2006-10-01,2006,English,PDF,41,Area 09 legacy site,yes,docs/archive/districts/d7/2006/d7minoct22006-en.pdf,https://drive.google.com/file/d/1juTBQoKpqbI6uvAlyAGX5UGGyhsNKppl/view
Archive,District,D 7 Minutes Sep 42006,,2006-09-01,2006,English,PDF,38,Area 09 legacy site,yes,docs/archive/districts/d7/2006/d7minsep42006-en.pdf,https://drive.google.com/file/d/1gAtvN4ZXNHEaggEN8EWHvIMbzl4thhtj/view
Archive,District,"D 7 Minutes April 9, 2007",,2007-01-01,2007,English,PDF,37,Area 09 legacy site,yes,docs/archive/districts/d7/d7min040907-en.pdf,https://drive.google.com/file/d/1L2Cyn-v6tGbSXenNKoU6xLvZj546-xWZ/view
Archive,District,"D 7 Minutes February 12, 2007",,2007-01-01,2007,English,PDF,42,Area 09 legacy site,yes,docs/archive/districts/d7/d7min021207-en.pdf,https://drive.google.com/file/d/1eoOAY5HHfYAfxtpXGDVuT3lwS2M9IRZG/view
Archive,District,"D 7 Minutes January 8, 2007",,2007-01-01,2007,English,PDF,37,Area 09 legacy site,yes,docs/archive/districts/d7/d7min010807-en.pdf,https://drive.google.com/file/d/1nNR31W4S1QAWgPPIMMhLhS1omYH4cA_-/view
Archive,District,"D 7 Minutes June 11, 2007",,2007-01-01,2007,English,PDF,22,Area 09 legacy site,yes,docs/archive/districts/d7/d7min061107-en.pdf,https://drive.google.com/file/d/1juCJ5Lcg3qMrsdUWdJAMHYU-MGkMExDw/view
Archive,District,"D 7 Minutes March 12, 2007",,2007-01-01,2007,English,PDF,43,Area 09 legacy site,yes,docs/archive/districts/d7/d7min031207-en.pdf,https://drive.google.com/file/d/1w2qunKNgUwdT2UUiDXtrvCXTWgUp3wAq/view
Archive,District,"D 7 Minutes May 14, 2007",,2007-05-01,2007,English,PDF,38,Area 09 legacy site,yes,docs/archive/districts/d7/d7min051407-en.pdf,https://drive.google.com/file/d/1c2TwwJr0NySJToRoD-C9rKoYPVI3Kjqu/view
Archive,District,"DISTRICT 6 MINUTES December 4, 2007",,2007-01-01,2007,English,PDF,29,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-12-4-07-en.pdf,https://drive.google.com/file/d/1Sz5y-zLlEhnFeczJ7BC8xvL2eMy_3yFY/view
Archive,District,Minutes Nov 12 2007,,2007-11-01,2007,English,PDF,22,Area 09 legacy site,yes,docs/archive/districts/d7/2007/minutes-nov-12-2007-en.pdf,https://drive.google.com/file/d/1VBcF_Q70RVS48_MzCEODhwTsmzofTwch/view
Archive,District,"Minutes Oct August 7, 2007",,2007-10-01,2007,English,PDF,24,Area 09 legacy site,yes,docs/archive/districts/d7/2007/minutes-oct-8-07-2007-en.pdf,https://drive.google.com/file/d/1fcLdSDwoTQm6LP-4aXG480Es40-gqREk/view
Archive,District,"Minutes Sept October 7, 2007 Rev",,2007-09-01,2007,English,PDF,25,Area 09 legacy site,yes,docs/archive/districts/d7/2007/minutes-sept-10-07-2007-rev-en.pdf,https://drive.google.com/file/d/1G7okwW_NNj0L9Sb4SyDewxJCjb60r-Jx/view
Archive,District,Winter 2007 Newsletter,,2007-01-01,2007,English,PDF,64,Area 09 legacy site,yes,docs/archive/districts/d5/2007/winter2007-newsletter-en.pdf,https://drive.google.com/file/d/15gXSAEyEOSOuus5jg4NBTiso8GHyhwN2/view
Archive,District,2008 June Meeting Flyer,,2008-01-01,2008,English,PDF,102,Area 09 legacy site,yes,docs/archive/districts/d5/2008/2008junemeetingflyer-en.pdf,https://drive.google.com/file/d/1uSMHxzmczyreeumMAgMj8fyGb2YxVZXp/view
Archive,District,D 7 Minutes Jan 14 2008,,2008-01-01,2008,English,PDF,24,Area 09 legacy site,yes,docs/archive/districts/d7/2008/d7minutes-jan-14-2008-en.pdf,https://drive.google.com/file/d/1sV3jmLGVzz3e9zq_tAspwFkosM5kOj_C/view
Archive,District,"DISTRICT 06 MEETING September 2, 2008 Minutes",,2008-01-01,2008,English,PDF,31,Area 09 legacy site,yes,docs/archive/districts/d6/district-06-meeting-9-2-08-minutes-en.pdf,https://drive.google.com/file/d/1WLA_f5zpfchU036Yziard5zf7_SQdBYX/view
Archive,District,"DISTRICT 6 MINUTES January 8, 2008",,2008-01-01,2008,English,PDF,31,Area 09 legacy site,yes,docs/archive/districts/d6/2008/district-6-minutes-january-8-2008-en.pdf,https://drive.google.com/file/d/1BL-5EgSk4vefIDXOZ3dPC7ihP0oNTnQz/view
Archive,District,"DISTRICT 6 NEWLY ELECTED OFFICERS January 12, 2008",,2008-01-01,2008,English,PDF,18,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-newly-elected-officers-1-12-08-en.pdf,https://drive.google.com/file/d/1VL47nTbgH1Srj967b3AfJsL_16TQbjz5/view
Archive,District,"District 06 Minutes October 7, 2008 Final",,2008-01-01,2008,English,PDF,40,Area 09 legacy site,yes,docs/archive/districts/d6/district-06-minutes-10-7-08-final-en.pdf,https://drive.google.com/file/d/1KR7mqFRHvfoDI-8DjSS-APczw_ixt-8w/view
Archive,District,District 6 Agenda Year in Review 2008,,2008-01-01,2008,English,PDF,71,Area 09 legacy site,yes,docs/archive/districts/d6/2008/district-6-agenda-year-in-review2008-en.pdf,https://drive.google.com/file/d/17FC3mgKNcXopROflj8qpNsO4Non69Edu/view
Archive,District,"District 6 G.S.R. Meeting December 2, 2008",,2008-01-01,2008,English,PDF,17,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-gsr-meeting-12-2-08-en.pdf,https://drive.google.com/file/d/1duhQ1BBzNY_wrKj9kbvsu6rISeFQK8Jh/view
Archive,District,"District 6 Meeting December 2, 2008 Minutes",,2008-01-01,2008,English,PDF,23,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-meeting-12-2-08-minutes-en.pdf,https://drive.google.com/file/d/1BjvzJ4HUd2ORefqY0Xsy7Kj8CGPn7rdH/view
Archive,District,"District 6 Minutes August 5, 2008",,2008-01-01,2008,English,PDF,30,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-8-5-08-en.pdf,https://drive.google.com/file/d/1FfHuQAa29c0myqisqYzljSJgrD_FxIYM/view
Archive,District,"District 6 Minutes February 12, 2008",,2008-01-01,2008,English,PDF,34,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-2-12-08-en.pdf,https://drive.google.com/file/d/15RigigCglT1z7qrIbYf3OVvKja7ocnMe/view
Archive,District,"District 6 Minutes November 11, 2008",,2008-01-01,2008,English,PDF,22,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-11-11-08-en.pdf,https://drive.google.com/file/d/1QAEVjWVULQFXdL1drj-l8bdTwgZIt2SP/view
Archive,District,"District 6 Minutes.doc March 4, 2008",,2008-01-01,2008,English,PDF,38,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-doc-3-4-08-en.pdf,https://drive.google.com/file/d/1cwbcNj_jMBNnf20_QnsajMB79eiLzjCd/view
Archive,District,"District 6 Roster of Positions January 8, 2008",,2008-01-01,2008,English,PDF,17,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-roster-of-positions-1-08-08-en.pdf,https://drive.google.com/file/d/1grLGS9vei3SiBGin2G-o8l-CTND-LE9e/view
Archive,District,"District 6.minutes April 1, 2008",,2008-01-01,2008,English,PDF,45,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-4-1-08-en.pdf,https://drive.google.com/file/d/1MZMmx0Q5nX1ydap8JdWXH6qhGsy4Ubyf/view
Archive,District,Fall 2008 Newsletter,,2008-01-01,2008,English,PDF,64,Area 09 legacy site,yes,docs/archive/districts/d5/2008/fall-2008-newsletter-en.pdf,https://drive.google.com/file/d/1Gdk_ei_2b4WKnWiHWGATzWZxHqZTKrl9/view
Archive,District,"Final District 6 July 1, 2008 Minutes",,2008-01-01,2008,English,PDF,41,Area 09 legacy site,yes,docs/archive/districts/d6/final-district-6-7-1-08-minutes-en.pdf,https://drive.google.com/file/d/1E7BVbxFsP8EPzs8-0dknSsG7PDdD9IJQ/view
Archive,District,"Flyer for District 06 Traditions Play October 6, 2008",,2008-01-01,2008,English,PDF,49,Area 09 legacy site,yes,docs/archive/districts/d6/flyer-for-district-06-traditions-play-10-6-08-en.pdf,https://drive.google.com/file/d/1PV2GvM63KeyaMmDCJ0fype7JgzLyA3_e/view
Archive,District,"May 6, 2008 Minutes District 6 Meeting",,2008-05-01,2008,English,PDF,30,Area 09 legacy site,yes,docs/archive/districts/d6/2008/may-6-2008-minutes-district-6-meeting-en.pdf,https://drive.google.com/file/d/1bA-CB-ZH77JafxIiDjsLwvXCueHkk6NU/view
Archive,District,Minutes Apr 14 2008,,2008-04-01,2008,English,PDF,20,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-apr-14-2008-en.pdf,https://drive.google.com/file/d/1VpURWDqpw2MwpLastdL5-7UNdVe_jsrT/view
Archive,District,Minutes Aug 11 2008,,2008-08-01,2008,English,PDF,20,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-aug-11-2008-en.pdf,https://drive.google.com/file/d/1v7MZPhWlsEyL4VAlm5Euk8s-ple3945j/view
Archive,District,Minutes Feb 11 2008,,2008-02-01,2008,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-feb-11-2008-en.pdf,https://drive.google.com/file/d/1_NJLal9sY25VF7V0wZstKPytIBCkOKdV/view
Archive,District,Minutes July 14 2008,,2008-01-01,2008,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-july-14-2008-en.pdf,https://drive.google.com/file/d/1fJJzRHE6rvzDjb92MhaSPX6i3I27nIz-/view
Archive,District,Minutes June 9 2008,,2008-01-01,2008,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-june-9-2008-en.pdf,https://drive.google.com/file/d/1mlDZkm63lg5fKxSfIhP3yVwdaHCp4JMm/view
Archive,District,Minutes Mar 10 2008,,2008-03-01,2008,English,PDF,20,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-mar-10-2008-en.pdf,https://drive.google.com/file/d/1wjkOPoINtTQ_O7v6JpF8syqtrG-eD_aB/view
Archive,District,Minutes May 12 2008 Bill,,2008-05-01,2008,English,PDF,18,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-may-12-2008-bill-en.pdf,https://drive.google.com/file/d/11Tis4SY4iU5D1DxkwJgEsH5AYtaUXwxa/view
Archive,District,Minutes Nov 10 2008,,2008-11-01,2008,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-nov-10-2008-en.pdf,https://drive.google.com/file/d/1NorzoOUMUPrExBXP8zNEU8vg-ND8yNA8/view
Archive,District,Minutes October 13 2008,,2008-01-01,2008,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-october-13-2008-en.pdf,https://drive.google.com/file/d/1d-TUmnuHcvbCpDGnU6h_y34Ptm-GFCBW/view
Archive,District,Minutes Sept 8 2008,,2008-09-01,2008,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d7/2008/minutes-sept-8-2008-en.pdf,https://drive.google.com/file/d/1acW5h7xXuFzRGyXYnRyZ_MUFXcBXu_gS/view
Archive,District,Summer 2008 Newsletter Rtf,,2008-01-01,2008,English,PDF,58,Area 09 legacy site,yes,docs/archive/districts/d5/2008/summer-2008-newsletter-rtf-en.pdf,https://drive.google.com/file/d/15Ku1P541WOJVayPzLCRBf7Lygvp1M-qf/view
Archive,District,1 Minutes Sept 2009,,2009-09-01,2009,English,PDF,24,Area 09 legacy site,yes,docs/archive/districts/d7/2009/1-minutes-sept-2009-en.pdf,https://drive.google.com/file/d/1yJsWffI4b4tUV7tFmw5XSa6mXZ-Bz27m/view
Archive,District,DISTRICT 6 2009 Minutes in Chronological Order,,2009-01-01,2009,English,PDF,305,Area 09 legacy site,yes,docs/archive/districts/d6/2009/district-6-2009-minutes-in-chronological-order-en.pdf,https://drive.google.com/file/d/1SJMdH5_a-3yezneIi3cakuzujf6gHHqP/view
Archive,District,Dist 5 Guidelines Revision C Jan 2009,,2009-01-01,2009,English,PDF,96,Area 09 legacy site,yes,docs/archive/districts/d5/2009/dist-5-guidelines-revision-c-jan-2009-en.pdf,https://drive.google.com/file/d/1h63q9anm0R8rzMom4-CCh92GG0pgF4lS/view
Archive,District,"District 6 Minutes February 3, 2009",,2009-01-01,2009,English,PDF,18,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-2-3-09-en.pdf,https://drive.google.com/file/d/1NJ388oRJSKilnvg3CnLv4ADFrlNs7qGH/view
Archive,District,"District 6 Minutes, January 6, 2009",,2009-01-01,2009,English,PDF,30,Area 09 legacy site,yes,docs/archive/districts/d6/district-6-minutes-1-6-09-en.pdf,https://drive.google.com/file/d/1U5mzcDmRzLPhYyMcMVqAnlzDF-K9BaPh/view
Archive,District,Minutes Aug 10 2009,,2009-08-01,2009,English,PDF,18,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-aug-10-2009-en.pdf,https://drive.google.com/file/d/1sqvCbKnkKu2OoW-d6yPKNnujd0IO90ta/view
Archive,District,Minutes Jan 12 2009,,2009-01-01,2009,English,PDF,16,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-jan-12-2009-en.pdf,https://drive.google.com/file/d/1CkgenKIMvfr3jEK1P4uyc6-M7C_7U_h8/view
Archive,District,Minutes July 2009,,2009-01-01,2009,English,PDF,16,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-july-2009-en.pdf,https://drive.google.com/file/d/1n9cLF-wEF0jLTh8_VxOL37ddND9mk5Ao/view
Archive,District,Minutes June 8 2009,,2009-01-01,2009,English,PDF,19,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-june-8-2009-en.pdf,https://drive.google.com/file/d/1pv2FpKO9vQjiQkJLeCSWT5J1HANm4g9i/view
Archive,District,Minutes May 11 2009,,2009-05-01,2009,English,PDF,19,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-may-11-2009-en.pdf,https://drive.google.com/file/d/19s_s1Bt4o5V0kr_sihVnDDNWrEMZdMRr/view
Archive,District,Minutes Nov 2009,,2009-11-01,2009,English,PDF,25,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-nov-2009-en.pdf,https://drive.google.com/file/d/1X4hkvM2ue9XS5C94hR7kxtjsEhzdjopZ/view
Archive,District,Minutes Oct 12 2009,,2009-10-01,2009,English,PDF,22,Area 09 legacy site,yes,docs/archive/districts/d7/2009/minutes-oct12-2009-en.pdf,https://drive.google.com/file/d/1zJZuw8ch7TlN0FQrwQsA88lCSrHwDzDD/view
Archive,District,District 15 October Event Flyer 2010,,2010-01-01,2010,English,PDF,99,Area 09 legacy site,yes,docs/archive/districts/d15/2010/district-15-october-event-flyer2010-en.pdf,https://drive.google.com/file/d/1WuWfrNnhQgRow0-i78Xe90UTFWoMy2yv/view
Archive,District,"Final District June 6, 2010 08 Minutes",,2010-01-01,2010,English,PDF,40,Area 09 legacy site,yes,docs/archive/districts/d6/final-district-6-6-10-08-minutes-en.pdf,https://drive.google.com/file/d/1L4AgREMv1iubqYJZPXxFZLeAHcW8u48o/view
Archive,District,G.S.R. Minutes Apr 1 2010,,2010-04-01,2010,English,PDF,21,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-apr-1-2010-en.pdf,https://drive.google.com/file/d/1onrW8P0oUaQUzSNKcAz6Q0pf8gSI9b9l/view
Archive,District,G.S.R. Minutes Aug 5 2010,,2010-08-01,2010,English,PDF,18,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-aug-5-2010-en.pdf,https://drive.google.com/file/d/1oHkeKmiobg3mcJna2wGiVYh0BfVdpu4j/view
Archive,District,G.S.R. Minutes Feb 4 2010,,2010-02-01,2010,English,PDF,17,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-feb-4-2010-en.pdf,https://drive.google.com/file/d/1f7vp9GcoOT6KRYGO4dwlRkVGRUFU2x62/view
Archive,District,G.S.R. Minutes Jan 7 2010,,2010-01-01,2010,English,PDF,14,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-jan-7-2010-en.pdf,https://drive.google.com/file/d/1_ddiR2pJkbNSXinyJlYGWsC6majrwr5z/view
Archive,District,G.S.R. Minutes July 2010,,2010-01-01,2010,English,PDF,108,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-july-2010-en.pdf,https://drive.google.com/file/d/1L444UZtlcyeyvnbPwDmkaBi5mOrcVr_n/view
Archive,District,G.S.R. Minutes June 3 2010,,2010-01-01,2010,English,PDF,18,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-june-3-2010-en.pdf,https://drive.google.com/file/d/1fgRuvPucQ_yiNH4Frg1YwY4CzgeHSFtX/view
Archive,District,G.S.R. Minutes Mar 4 2010,,2010-03-01,2010,English,PDF,15,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-mar-4-2010-en.pdf,https://drive.google.com/file/d/1ErPAC1ux9fEY4kVC_JkC7ra_HCt0VVpw/view
Archive,District,G.S.R. Minutes May 6 2010,,2010-05-01,2010,English,PDF,19,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-may-6-2010-en.pdf,https://drive.google.com/file/d/1FK8OwnyaJy5FM3cFg6OqSIC82fRYi_0W/view
Archive,District,G.S.R. Minutes Nov 4 2010,,2010-11-01,2010,English,PDF,31,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-nov-4-2010-en.pdf,https://drive.google.com/file/d/1kzv_yi9l4v2-fdzviZATRm5qoVZrwQwF/view
Archive,District,G.S.R. Minutes Oct 7 2010,,2010-10-01,2010,English,PDF,34,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-oct-7-2010-en.pdf,https://drive.google.com/file/d/1cgKXpTUm6DrFMLF2KeQVJBvGZGVZiZtO/view
Archive,District,G.S.R. Minutes Sept 2 2010,,2010-09-01,2010,English,PDF,19,Area 09 legacy site,yes,docs/archive/districts/d15/2010/gsr-minutes-sept-2-2010-en.pdf,https://drive.google.com/file/d/1UStlyrluCzs1-KBTIwmnhYIHBElvTSyu/view
Archive,District,Minutes Jan 2010,,2010-01-01,2010,English,PDF,19,Area 09 legacy site,yes,docs/archive/districts/d7/2010/minutes-jan-2010-en.pdf,https://drive.google.com/file/d/1m8f-nW1Y28RoBjiUG5jAJL9OKH2fMziB/view
Archive,District,"Minutes September 13, 2010",,2010-01-01,2010,English,PDF,15,Area 09 legacy site,yes,docs/archive/districts/d7/2010/minutes-09-13-2010-en.pdf,https://drive.google.com/file/d/1UrlGZ2l2Vcu2bK2iIVb2l5-yX2g6eC3F/view
Archive,District,"Workshop Flyer July 14, 2010 f",,2010-01-01,2010,English,PDF,213,Area 09 legacy site,yes,docs/archive/districts/d14/2010/workshop-flyer07-14-2010f-en.pdf,https://drive.google.com/file/d/1vYmX6sOneV3BATgmyM4Y9VknXIODfUhh/view
Archive,District,Dist 5 Guidelines Revision D June 2011,,2011-01-01,2011,English,PDF,135,Area 09 legacy site,yes,docs/archive/districts/d5/2011/dist-5-guidelines-revision-d-june-2011-en.pdf,https://drive.google.com/file/d/1o4zsC_ItpSBwCqP8GUiaaCOzgSUGBh8p/view
Archive,District,G.S.R. Minutes Feb 3 2011,,2011-02-01,2011,English,PDF,86,Area 09 legacy site,yes,docs/archive/districts/d15/2011/gsr-minutes-feb-3-2011-en.pdf,https://drive.google.com/file/d/11F0BgaFl89fVGWcWGIF3VmIL4OQEbmbJ/view
Archive,District,G.S.R. Minutes Jan 6 2011,,2011-01-01,2011,English,PDF,75,Area 09 legacy site,yes,docs/archive/districts/d15/2011/gsr-minutes-jan-6-2011-en.pdf,https://drive.google.com/file/d/1h3eSU9u03whKA49HlZbRpY6KdXS0XRQZ/view
Archive,District,G.S.R. Minutes March 3 2011,,2011-01-01,2011,English,PDF,72,Area 09 legacy site,yes,docs/archive/districts/d15/2011/gsr-minutes-march-3-2011-en.pdf,https://drive.google.com/file/d/148wzovq7g5h6bfy7vDBrkL2oxlHeowxm/view
Archive,District,Icecream 2012,,2012-01-01,2012,English,PDF,236,Area 09 legacy site,yes,docs/archive/districts/d14/2012/icecream2012-en.pdf,https://drive.google.com/file/d/1d7OGtyOTQC85vvhH7uzfGIvmfXcABQIy/view
Archive,District,D 15 Minutes Jun 2013,,2013-06-01,2013,English,PDF,90,Area 09 legacy site,yes,docs/archive/districts/d15/2013/d15minjun2013-en.pdf,https://drive.google.com/file/d/1f5AcDlOseu5SzXgejB5gJ6FPwUsVk0_3/view
Archive,District,Minutes Nov 2013,,2013-11-01,2013,English,PDF,187,Area 09 legacy site,yes,docs/archive/districts/d15/2013/min-nov-2013-en.pdf,https://drive.google.com/file/d/10Wq4ZhS98rD3Pl2_w46g-gvCkMDg3k9A/view
Archive,District,District 5 Guidelines Rev.F Sept 2015,,2015-09-01,2015,English,PDF,126,Area 09 legacy site,yes,docs/archive/districts/d5/2015/district-5-guidelines-rev-f-sept-2015-en.pdf,https://drive.google.com/file/d/1oS4m48jKhWIvYSze7XjnassFOtyBTVvb/view
Archive,District,Newsletter 2016 2nd Quarter Issue 1 Color,,2016-01-01,2016,English,PDF,1817,Area 09 legacy site,yes,docs/archive/districts/d5/2016/newsletter-2016-2nd-qtr-issue-1-color-en.pdf,https://drive.google.com/file/d/1a_hT08CtqvOF6JW2LOVi2U_DLMVHRpQC/view
Archive,District,Newsletter 2016 3rd Quarter Issue 2 Color,,2016-01-01,2016,English,PDF,2254,Area 09 legacy site,yes,docs/archive/districts/d5/2016/newsletter-2016-3rd-qtr-issue-2-color-en.pdf,https://drive.google.com/file/d/1LXVglaDitXLGTVSJdn4d0psNegVvsd1M/view
Archive,District,Newsletter 2016 4th Quarter Issue 3 Color,,2016-01-01,2016,English,PDF,1898,Area 09 legacy site,yes,docs/archive/districts/d5/2016/newsletter-2016-4th-qtr-issue-3-color-en.pdf,https://drive.google.com/file/d/1easnJlQbaueKGrPlROywtD_GGjcVBZV9/view
Archive,District,Newsletter 2017 1st Quarter Issue 4 Color,,2017-01-01,2017,English,PDF,1960,Area 09 legacy site,yes,docs/archive/districts/d5/2017/newsletter-2017-1st-qtr-issue-4-color-en.pdf,https://drive.google.com/file/d/1o16tcvy23LUaYpDJl5fFcJdJPKKeKYEE/view
Archive,District,Newsletter 2017 2nd Quarter Issue 5 Color,,2017-01-01,2017,English,PDF,2376,Area 09 legacy site,yes,docs/archive/districts/d5/2017/newsletter-2017-2nd-qtr-issue-5-color-en.pdf,https://drive.google.com/file/d/1xFsQCSy9WMWJGFihykdtJKZ4I4ltGz2t/view
Archive,District,Newsletter 2017 3rd Quarter Issue 6 Color,,2017-01-01,2017,English,PDF,2098,Area 09 legacy site,yes,docs/archive/districts/d5/2017/newsletter-2017-3rd-qtr-issue-6-color-en.pdf,https://drive.google.com/file/d/1idM60o8RVwYhfzIESaWnanePUg6hre4w/view
Archive,District,Newsletter 2017 4th Quarter Issue 7,,2017-01-01,2017,English,PDF,7893,Area 09 legacy site,yes,docs/archive/districts/d5/2017/newsletter-2017-4th-qtr-issue-7-en.pdf,https://drive.google.com/file/d/1JEv42sLybWqpQN1eLWYw7VVT5jjgDIXs/view
Archive,District,"Dist. 1 Gdlns. May 9, 2018 Copy A",,2018-05-01,2018,English,PDF,482,Area 09 legacy site,yes,docs/archive/districts/d1/2018/dist-1-gdlns-05-09-2018-copya-en.pdf,https://drive.google.com/file/d/1cZ-g59w-MLaMrVxgwX6X6LhUqVAnMOjj/view
Archive,District,Newsletter 2018 1st Quarter Issue 8,,2018-01-01,2018,English,PDF,3332,Area 09 legacy site,yes,docs/archive/districts/d5/2018/newsletter-2018-1st-qtr-issue-8-en.pdf,https://drive.google.com/file/d/1B6-JCuhoCeuvbrDGFj2sG9HnS1Whch79/view
Archive,District,Newsletter 2018 2nd Quarter Issue 9 Color,,2018-01-01,2018,English,PDF,3718,Area 09 legacy site,yes,docs/archive/districts/d5/2018/newsletter-2018-2nd-qtr-issue-9-color-en.pdf,https://drive.google.com/file/d/1yt8LFp_sUcqF5GT2-yuJZDO-mi-O7afk/view
Archive,District,Newsletter 2018 3rd Quarter Issue 10,,2018-01-01,2018,English,PDF,3332,Area 09 legacy site,yes,docs/archive/districts/d5/2018/newsletter-2018-3rd-qtr-issue-10-en.pdf,https://drive.google.com/file/d/1N4ucroYLb-Gt8kkPNrRWQ1O57G0KPRBO/view
Archive,District,Newsletter 2018 4th Quarter Issue 11,,2018-01-01,2018,English,PDF,3685,Area 09 legacy site,yes,docs/archive/districts/d5/2018/newsletter-2018-4th-qtr-issue-11-en.pdf,https://drive.google.com/file/d/1u2Vs_Xa6SV7UBT8YiGRnyZ3Ejbfs6Qgd/view
Archive,District,2019 12 12 D 5 Event Grapevine Spkr Ed L,,2019-01-01,2019,English,PDF,265,Area 09 legacy site,yes,docs/archive/districts/d5/2019/2019-12-12-d5-event-grapevine-spkr-ed-l-en.pdf,https://drive.google.com/file/d/1DHS0HqDB_jlzfUVytCdSGR1-kn-i8W3v/view
